1;1~3;7~12;*
2;1~3;7~12;*
3;1~3;7~12;*
4;4~6;7~12;*
5;4~6;7~12;*
6;4~6;7~12;*
7;7~9;7~12;*
8;7~9;7~12;*
9;7~9;7~12;*
10;10~12;7~12;*
11;10~12;7~12;*
12;10~12;7~12;*
